Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price_per_sqm,Year,Month,Quarter,PropertyType
South Melbourne,18a Iffla St,4,h,1615000.0,S,Marshall,2016-05-22,2.1,3205.0,4.0,3.0,2.0,577.0,220.0,2009.0,Port Phillip,-37.8357,144.9502,Southern Metropolitan,5943.0,2798.9601386481804,2016,5,2016Q2,House
South Melbourne,10 Coote St,3,t,1185000.0,S,Parkinson,2016-04-23,2.1,3205.0,3.0,2.0,1.0,111.0,3.0,,Port Phillip,-37.8341,144.9541,Southern Metropolitan,5943.0,10675.675675675675,2016,4,2016Q2,Townhouse
South Melbourne,16 Glover St,3,h,1720000.0,S,Cayzer,2017-02-25,2.1,3205.0,3.0,1.0,0.0,130.0,,,Port Phillip,-37.8398,144.9493,Southern Metropolitan,5943.0,13230.76923076923,2017,2,2017Q1,House
South Melbourne,164 Cecil St,3,h,2075000.0,S,Marshall,2016-11-27,2.1,3205.0,3.0,2.0,0.0,141.0,163.0,1890.0,Port Phillip,-37.8333,144.9576,Southern Metropolitan,5943.0,14716.312056737588,2016,11,2016Q4,House
South Melbourne,52 Eastern Rd,3,h,2525000.0,S,Marshall,2016-11-27,2.1,3205.0,3.0,2.0,1.0,234.0,,1863.0,Port Phillip,-37.8355,144.9663,Southern Metropolitan,5943.0,10790.598290598291,2016,11,2016Q4,House
South Yarra,4/38 MacFarlan St,2,u,965000.0,S,hockingstuart,2016-12-03,3.3,3141.0,2.0,2.0,2.0,2143.0,,,Stonnington,-37.8393,144.9886,Southern Metropolitan,14887.0,450.3033131124592,2016,12,2016Q4,Unit
South Yarra,413/35 Malcolm St,1,u,315000.0,PI,hockingstuart,2016-12-03,3.3,3141.0,1.0,1.0,0.0,14500.0,,2011.0,Stonnington,-37.8372,144.9963,Southern Metropolitan,14887.0,21.724137931034484,2016,12,2016Q4,Unit
South Yarra,16 Oxford St,3,h,1510000.0,S,Kay,2016-12-03,3.3,3141.0,3.0,5.0,0.0,241.0,,,Stonnington,-37.8407,144.9962,Southern Metropolitan,14887.0,6265.560165975104,2016,12,2016Q4,House
South Yarra,503/99 River St,2,u,978500.0,S,hockingstuart,2017-03-04,3.3,3141.0,2.0,2.0,2.0,17200.0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0,56.88953488372093,2017,3,2017Q1,Unit
South Yarra,5/6 Tivoli Pl,2,u,863000.0,S,hockingstuart,2017-03-04,3.3,3141.0,2.0,2.0,1.0,742.0,,1950.0,Melbourne,-37.8357,144.9867,Southern Metropolitan,14887.0,1163.0727762803235,2017,3,2017Q1,Unit
South Yarra,12 Witchwood Cl,3,t,1460000.0,PI,hockingstuart,2016-06-04,3.3,3141.0,2.0,2.0,1.0,181.0,148.0,1990.0,Melbourne,-37.8334,144.9867,Southern Metropolitan,14887.0,8066.298342541437,2016,6,2016Q2,Townhouse
South Yarra,1/14 Arthur St,3,t,1250000.0,S,Kay,2016-11-07,3.3,3141.0,3.0,2.0,1.0,80.0,118.0,2003.0,Stonnington,-37.8416,144.9923,Southern Metropolitan,14887.0,15625.0,2016,11,2016Q4,Townhouse
South Yarra,29 MacFarlan St,2,h,2325000.0,S,RT,2016-11-07,3.3,3141.0,2.0,2.0,2.0,355.0,,,Stonnington,-37.8392,144.9883,Southern Metropolitan,14887.0,6549.295774647887,2016,11,2016Q4,House
South Yarra,26 Fawkner St,2,h,1455000.0,S,Jellis,2016-10-08,3.3,3141.0,2.0,1.0,0.0,225.0,94.0,1890.0,Stonnington,-37.8421,144.9876,Southern Metropolitan,14887.0,6466.666666666667,2016,10,2016Q4,House
South Yarra,6/24 Kensington Rd,2,t,1365000.0,S,Kay,2016-10-08,3.3,3141.0,3.0,2.0,1.0,1302.0,,,Stonnington,-37.8377,145.0021,Southern Metropolitan,14887.0,1048.3870967741937,2016,10,2016Q4,Townhouse
South Yarra,9/372 Toorak Rd,1,u,411000.0,S,hockingstuart,2016-10-08,3.3,3141.0,1.0,1.0,1.0,1369.0,,,Stonnington,-37.8405,145.0025,Southern Metropolitan,14887.0,300.2191380569759,2016,10,2016Q4,Unit
South Yarra,9/46 Darling St,2,u,625000.0,S,Williams,2016-12-10,3.3,3141.0,2.0,1.0,1.0,1283.0,,,Stonnington,-37.8359,144.9921,Southern Metropolitan,14887.0,487.1395167575994,2016,12,2016Q4,Unit
South Yarra,20 Fawkner St,2,h,2430000.0,S,Biggin,2016-12-10,3.3,3141.0,2.0,1.0,2.0,367.0,,1985.0,Stonnington,-37.842,144.9873,Southern Metropolitan,14887.0,6621.25340599455,2016,12,2016Q4,House
South Yarra,33a Clara St,2,h,1500000.0,S,Castran,2016-06-12,3.3,3141.0,2.0,1.0,2.0,141.0,,,Stonnington,-37.8408,144.9977,Southern Metropolitan,14887.0,10638.297872340425,2016,6,2016Q2,House
South Yarra,8/57 Adams St,1,u,555000.0,S,Williams,2016-11-12,3.3,3141.0,1.0,1.0,1.0,630.0,,,Melbourne,-37.8356,144.9773,Southern Metropolitan,14887.0,880.952380952381,2016,11,2016Q4,Unit
South Yarra,18 Avoca St,4,h,5700000.0,S,Castran,2016-11-12,3.3,3141.0,4.0,2.0,0.0,292.0,272.0,1880.0,Stonnington,-37.8377,144.9894,Southern Metropolitan,14887.0,19520.54794520548,2016,11,2016Q4,House
South Yarra,40 Fawkner St,3,h,2300000.0,PI,Williams,2016-11-12,3.3,3141.0,3.0,2.0,1.0,350.0,,,Stonnington,-37.8422,144.9884,Southern Metropolitan,14887.0,6571.428571428572,2016,11,2016Q4,House
South Yarra,76 Leopold St,3,h,2695000.0,PI,Marshall,2016-11-12,3.3,3141.0,3.0,2.0,1.0,215.0,200.0,1910.0,Melbourne,-37.8361,144.9831,Southern Metropolitan,14887.0,12534.883720930233,2016,11,2016Q4,House
South Yarra,10 Luxton Rd,3,h,2870000.0,S,Marshall,2016-11-12,3.3,3141.0,3.0,2.0,2.0,350.0,,1880.0,Stonnington,-37.8451,145.0019,Southern Metropolitan,14887.0,8200.0,2016,11,2016Q4,House
South Yarra,15 Powell St,2,h,1036500.0,S,hockingstuart,2016-08-13,3.3,3141.0,2.0,1.0,0.0,105.0,,,Stonnington,-37.8403,144.9893,Southern Metropolitan,14887.0,9871.42857142857,2016,8,2016Q3,House
South Yarra,17/393 Toorak Rd,1,u,400000.0,S,LITTLE,2016-05-14,3.3,3141.0,1.0,1.0,1.0,1424.0,,,Stonnington,-37.8402,145.0029,Southern Metropolitan,14887.0,280.8988764044944,2016,5,2016Q2,Unit
South Yarra,20 Argo St,3,h,1700000.0,S,hockingstuart,2016-10-15,3.3,3141.0,3.0,2.0,2.0,141.0,,1990.0,Stonnington,-37.844,144.9867,Southern Metropolitan,14887.0,12056.737588652482,2016,10,2016Q4,House
South Yarra,9/18 Kensington Rd,2,u,693000.0,S,Biggin,2016-10-15,3.3,3141.0,2.0,1.0,1.0,2122.0,64.0,1960.0,Stonnington,-37.8383,145.0014,Southern Metropolitan,14887.0,326.57869934024507,2016,10,2016Q4,Unit
South Yarra,3 Palermo St,3,h,2285000.0,S,Kay,2016-10-15,3.3,3141.0,3.0,2.0,2.0,221.0,135.0,1890.0,Stonnington,-37.8416,144.9959,Southern Metropolitan,14887.0,10339.366515837104,2016,10,2016Q4,House
South Yarra,70 Park St,3,h,3000000.0,VB,Marshall,2016-10-15,3.3,3141.0,3.0,3.0,2.0,191.0,175.0,1890.0,Melbourne,-37.836,144.9824,Southern Metropolitan,14887.0,15706.806282722513,2016,10,2016Q4,House
South Yarra,608/20 Garden St,2,u,515000.0,VB,Harrington,2016-04-16,3.3,3141.0,2.0,1.0,1.0,734.0,65.0,2013.0,Stonnington,-37.8433,144.9962,Southern Metropolitan,14887.0,701.6348773841962,2016,4,2016Q2,Unit
South Yarra,2/100 Commercial Rd,3,u,805000.0,S,Kay,2016-09-17,3.3,3141.0,3.0,2.0,3.0,6111.0,,,Melbourne,-37.8453,144.9849,Southern Metropolitan,14887.0,131.72966781214203,2016,9,2016Q3,Unit
South Yarra,48 Howitt St,3,h,1780000.0,SP,Jellis,2016-09-17,3.3,3141.0,3.0,2.0,1.0,198.0,,,Stonnington,-37.8472,145.0026,Southern Metropolitan,14887.0,8989.89898989899,2016,9,2016Q3,House
South Yarra,76 Osborne St,1,h,2115000.0,S,Marshall,2016-09-17,3.3,3141.0,1.0,1.0,1.0,569.0,,,Stonnington,-37.8428,144.991,Southern Metropolitan,14887.0,3717.047451669596,2016,9,2016Q3,House
South Yarra,2/234 Domain Rd,4,u,2050000.0,VB,RT,2017-03-18,3.3,3141.0,4.0,2.0,1.0,979.0,,,Melbourne,-37.8344,144.9857,Southern Metropolitan,14887.0,2093.9734422880492,2017,3,2017Q1,Unit
South Yarra,49 Leopold St,4,h,2600000.0,PI,Williams,2017-03-18,3.3,3141.0,4.0,2.0,2.0,141.0,127.0,1880.0,Melbourne,-37.8366,144.9827,Southern Metropolitan,14887.0,18439.71631205674,2017,3,2017Q1,House
South Yarra,61 Osborne St,3,h,2395000.0,S,hockingstuart,2017-03-18,3.3,3141.0,3.0,1.0,2.0,442.0,,,Stonnington,-37.8432,144.9906,Southern Metropolitan,14887.0,5418.552036199095,2017,3,2017Q1,House
South Yarra,37 Grosvenor St,3,h,1810000.0,S,hockingstuart,2016-06-18,3.3,3141.0,3.0,1.0,1.0,211.0,18.0,1906.0,Stonnington,-37.8442,144.9928,Southern Metropolitan,14887.0,8578.1990521327,2016,6,2016Q2,House
South Yarra,8/28 The Righi,1,u,612000.0,S,hockingstuart,2016-06-18,3.3,3141.0,1.0,1.0,1.0,607.0,,,Stonnington,-37.8328,144.9866,Southern Metropolitan,14887.0,1008.2372322899506,2016,6,2016Q2,Unit
South Yarra,3/38 Arnold St,1,u,540000.0,S,hockingstuart,2016-05-22,3.3,3141.0,1.0,1.0,1.0,480.0,53.0,1930.0,Melbourne,-37.8356,144.9767,Southern Metropolitan,14887.0,1125.0,2016,5,2016Q2,Unit
South Yarra,29 Nicholson St,3,t,2010000.0,VB,Kay,2016-05-22,3.3,3141.0,3.0,2.0,1.0,163.0,207.0,2016.0,Stonnington,-37.8425,144.9877,Southern Metropolitan,14887.0,12331.288343558283,2016,5,2016Q2,Townhouse
South Yarra,62 Powell St,3,h,1945000.0,S,Jellis,2016-05-22,3.3,3141.0,3.0,2.0,1.0,194.0,148.0,1890.0,Stonnington,-37.8395,144.9898,Southern Metropolitan,14887.0,10025.773195876289,2016,5,2016Q2,House
South Yarra,21 Ralston St,3,h,906000.0,S,Jellis,2016-05-22,3.3,3141.0,3.0,1.0,0.0,154.0,88.0,1920.0,Stonnington,-37.8395,144.9868,Southern Metropolitan,14887.0,5883.116883116883,2016,5,2016Q2,House
South Yarra,39 Hardy St,2,h,1130000.0,S,hockingstuart,2016-08-22,3.3,3141.0,2.0,1.0,1.0,132.0,77.0,1900.0,Stonnington,-37.8446,144.9896,Southern Metropolitan,14887.0,8560.60606060606,2016,8,2016Q3,House
South Yarra,8 Cliff St,2,h,1100000.0,VB,Fletchers,2016-09-24,3.3,3141.0,2.0,1.0,0.0,176.0,81.0,1930.0,Stonnington,-37.8436,144.9925,Southern Metropolitan,14887.0,6250.0,2016,9,2016Q3,House
South Yarra,9 Moore St,3,h,1125000.0,PI,Thomson,2016-09-24,3.3,3141.0,2.0,1.0,0.0,146.0,89.0,1910.0,Stonnington,-37.8454,144.9888,Southern Metropolitan,14887.0,7705.479452054795,2016,9,2016Q3,House
South Yarra,12/2 Gordon Gr,2,u,635000.0,S,Beller,2017-02-25,3.3,3141.0,2.0,1.0,1.0,855.0,,,Stonnington,-37.8336,144.9882,Southern Metropolitan,14887.0,742.6900584795321,2017,2,2017Q1,Unit
South Yarra,334 Punt Rd,3,h,1800000.0,VB,Jellis,2017-02-25,3.3,3141.0,3.0,2.0,3.0,510.0,,1900.0,Stonnington,-37.8418,144.986,Southern Metropolitan,14887.0,3529.4117647058824,2017,2,2017Q1,House
South Yarra,504/79 River St,2,u,827000.0,S,hockingstuart,2016-07-26,3.3,3141.0,2.0,2.0,2.0,17200.0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0,48.08139534883721,2016,7,2016Q3,Unit
South Yarra,6 Cliff St,2,h,1200000.0,PI,Jellis,2016-06-27,3.3,3141.0,2.0,1.0,0.0,176.0,84.0,1940.0,Stonnington,-37.8436,144.9925,Southern Metropolitan,14887.0,6818.181818181818,2016,6,2016Q2,House
South Yarra,7 Motherwell St,4,h,2667000.0,S,Kay,2016-11-27,3.3,3141.0,4.0,3.0,2.0,446.0,,1900.0,Stonnington,-37.8454,144.9989,Southern Metropolitan,14887.0,5979.820627802691,2016,11,2016Q4,House
South Yarra,68 Oban St,3,h,2200000.0,PI,Jellis,2016-11-27,3.3,3141.0,3.0,2.0,0.0,358.0,238.0,1915.0,Stonnington,-37.8425,145.0031,Southern Metropolitan,14887.0,6145.251396648045,2016,11,2016Q4,House
South Yarra,366 Toorak Rd,3,h,1700000.0,S,Morrison,2016-11-27,3.3,3141.0,3.0,1.0,1.0,178.0,172.0,1894.0,Stonnington,-37.8404,145.0022,Southern Metropolitan,14887.0,9550.561797752809,2016,11,2016Q4,House
South Yarra,2a Alexandra St,3,h,1056800.0,S,Jellis,2016-05-28,3.3,3141.0,3.0,2.0,1.0,90.0,,,Stonnington,-37.8406,144.9864,Southern Metropolitan,14887.0,11742.222222222223,2016,5,2016Q2,House
South Yarra,40 Fawkner St,3,h,2400000.0,PI,Williams,2016-05-28,3.3,3141.0,3.0,2.0,1.0,350.0,,,Stonnington,-37.8422,144.9884,Southern Metropolitan,14887.0,6857.142857142857,2016,5,2016Q2,House
South Yarra,33 Tyrone St,2,h,1200000.0,S,LITTLE,2016-05-28,3.3,3141.0,2.0,1.0,1.0,163.0,86.0,1900.0,Stonnington,-37.8446,144.9879,Southern Metropolitan,14887.0,7361.963190184049,2016,5,2016Q2,House
South Yarra,36 Tyrone St,3,h,1540000.0,S,Marshall,2016-05-28,3.3,3141.0,3.0,2.0,1.0,149.0,140.0,2003.0,Stonnington,-37.8448,144.9882,Southern Metropolitan,14887.0,10335.570469798658,2016,5,2016Q2,House
South Yarra,12 Witchwood Cl,3,h,1700000.0,SP,Biggin,2016-08-28,3.3,3141.0,2.0,2.0,1.0,181.0,148.0,1990.0,Melbourne,-37.8334,144.9867,Southern Metropolitan,14887.0,9392.265193370165,2016,8,2016Q3,House
Southbank,716/22 Dorcas St,1,u,385500.0,S,LITTLE,2017-03-04,1.2,3006.0,1.0,1.0,1.0,1826.0,,2010.0,Melbourne,-37.8301,144.9697,Southern Metropolitan,8400.0,211.1171960569551,2017,3,2017Q1,Unit
Southbank,1712/39 Coventry St,2,u,485000.0,PI,Dingle,2016-09-10,1.2,3006.0,2.0,1.0,1.0,2121.0,,2013.0,Melbourne,-37.8295,144.9692,Southern Metropolitan,8400.0,228.66572371522867,2016,9,2016Q3,Unit
Southbank,308/18 Kavanagh St,1,u,455000.0,S,Greg,2017-02-11,1.2,3006.0,1.0,1.0,0.0,760.0,70.0,2007.0,Melbourne,-37.8228,144.9661,Southern Metropolitan,8400.0,598.6842105263158,2017,2,2017Q1,Unit
Southbank,1509/152 Sturt St,2,u,569000.0,S,MICM,2017-03-11,1.2,3006.0,2.0,2.0,1.0,3878.0,,2012.0,Melbourne,-37.8255,144.9665,Southern Metropolitan,8400.0,146.72511603919546,2017,3,2017Q1,Unit
Southbank,909/118 Kavanagh St,2,u,430000.0,PI,Dingle,2016-11-12,1.2,3006.0,2.0,2.0,0.0,2295.0,,2014.0,Melbourne,-37.8256,144.9622,Southern Metropolitan,8400.0,187.36383442265796,2016,11,2016Q4,Unit
Southbank,406/152 Sturt St,1,u,480000.0,VB,Greg,2016-05-14,1.2,3006.0,1.0,1.0,1.0,3878.0,,2012.0,Melbourne,-37.8255,144.9665,Southern Metropolitan,8400.0,123.77514182568335,2016,5,2016Q2,Unit
Southbank,85 Montague St,3,h,700000.0,VB,Cayzer,2016-06-18,1.2,3006.0,3.0,1.0,0.0,199.0,,1947.0,Melbourne,-37.8299,144.9496,Southern Metropolitan,8400.0,3517.5879396984924,2016,6,2016Q2,House
Southbank,601/65 Coventry St,2,u,622500.0,S,hockingstuart,2016-05-22,1.2,3006.0,2.0,2.0,1.0,2955.0,67.0,2013.0,Melbourne,-37.8299,144.9679,Southern Metropolitan,8400.0,210.65989847715736,2016,5,2016Q2,Unit
Southbank,75/285 City Rd,1,u,370000.0,VB,Dingle,2016-07-30,1.2,3006.0,1.0,1.0,1.0,546.0,51.0,2000.0,Melbourne,-37.8274,144.9587,Southern Metropolitan,8400.0,677.6556776556777,2016,7,2016Q3,Unit
Spotswood,73 The Avenue,3,h,1040000.0,S,hockingstuart,2016-09-03,7.7,3015.0,3.0,1.0,3.0,690.0,,1950.0,Hobsons Bay,-37.8272,144.8789,Western Metropolitan,1223.0,1507.2463768115942,2016,9,2016Q3,House
Spotswood,10 Raleigh St,3,h,855000.0,S,RT,2016-08-06,7.7,3015.0,3.0,1.0,1.0,326.0,112.0,1991.0,Hobsons Bay,-37.831,144.8884,Western Metropolitan,1223.0,2622.6993865030677,2016,8,2016Q3,House
Spotswood,6 McNeilage St,2,h,832500.0,S,Jas,2016-05-07,7.7,3015.0,2.0,1.0,2.0,562.0,116.0,1950.0,Hobsons Bay,-37.8333,144.8868,Western Metropolitan,1223.0,1481.3167259786476,2016,5,2016Q2,House
Spotswood,18 Vernier St,2,h,850000.0,S,Jas,2016-10-08,7.7,3015.0,2.0,1.0,2.0,502.0,104.0,1950.0,Hobsons Bay,-37.8263,144.8775,Western Metropolitan,1223.0,1693.2270916334662,2016,10,2016Q4,House
Spotswood,47 Hudsons Rd,3,h,1080000.0,S,Jas,2016-09-10,7.7,3015.0,3.0,1.0,2.0,472.0,95.0,1950.0,Hobsons Bay,-37.8302,144.8885,Western Metropolitan,1223.0,2288.135593220339,2016,9,2016Q3,House
Spotswood,16 Watt St,4,h,1170000.0,VB,Jas,2016-12-10,7.7,3015.0,4.0,2.0,2.0,489.0,,,Hobsons Bay,-37.8279,144.874,Western Metropolitan,1223.0,2392.6380368098157,2016,12,2016Q4,House
Spotswood,24 Forrest St,3,h,927000.0,S,Williams,2016-06-12,7.7,3015.0,3.0,1.0,0.0,274.0,131.0,1910.0,Hobsons Bay,-37.8282,144.8856,Western Metropolitan,1223.0,3383.211678832117,2016,6,2016Q2,House
Spotswood,59 Hope St,4,h,850000.0,VB,RT,2016-11-12,7.7,3015.0,4.0,2.0,0.0,389.0,158.0,1990.0,Hobsons Bay,-37.8284,144.8861,Western Metropolitan,1223.0,2185.089974293059,2016,11,2016Q4,House
Spotswood,13 Robb St,3,h,831000.0,S,Biggin,2016-04-16,7.7,3015.0,3.0,1.0,0.0,353.0,109.0,1890.0,Hobsons Bay,-37.8309,144.889,Western Metropolitan,1223.0,2354.1076487252126,2016,4,2016Q2,House
Spotswood,13 Abbott St,3,h,835000.0,S,Williams,2016-09-17,7.7,3015.0,2.0,1.0,3.0,459.0,,,Hobsons Bay,-37.8255,144.8709,Western Metropolitan,1223.0,1819.1721132897603,2016,9,2016Q3,House
Spotswood,118 The Avenue,4,t,840000.0,S,Jas,2016-09-17,7.7,3015.0,3.0,3.0,2.0,278.0,277.0,2015.0,Hobsons Bay,-37.8261,144.8718,Western Metropolitan,1223.0,3021.5827338129498,2016,9,2016Q3,Townhouse
Spotswood,154 Hudsons Rd,4,h,1315000.0,S,hockingstuart,2016-06-18,7.7,3015.0,4.0,2.0,3.0,830.0,134.0,1920.0,Hobsons Bay,-37.829,144.8807,Western Metropolitan,1223.0,1584.3373493975903,2016,6,2016Q2,House
Spotswood,116 The Avenue,3,h,1035000.0,S,Jas,2016-11-19,7.7,3015.0,3.0,1.0,2.0,675.0,,,Hobsons Bay,-37.8261,144.872,Western Metropolitan,1223.0,1533.3333333333333,2016,11,2016Q4,House
Spotswood,6 Abbott St,4,h,1161000.0,S,Williams,2017-02-25,7.7,3015.0,4.0,2.0,5.0,742.0,236.0,2000.0,Hobsons Bay,-37.8248,144.8707,Western Metropolitan,1223.0,1564.690026954178,2017,2,2017Q1,House
Spotswood,14A Kernot St,3,h,775000.0,S,McGrath,2017-02-25,7.7,3015.0,3.0,1.0,1.0,435.0,,,Hobsons Bay,-37.8279,144.873,Western Metropolitan,1223.0,1781.6091954022988,2017,2,2017Q1,House
Spotswood,27 The Avenue,3,h,1016000.0,SP,Jas,2016-07-26,7.7,3015.0,3.0,1.0,1.0,320.0,134.0,1940.0,Hobsons Bay,-37.8277,144.8841,Western Metropolitan,1223.0,3175.0,2016,7,2016Q3,House
Spotswood,4 Steel St,3,h,690000.0,S,Biggin,2016-06-27,7.7,3015.0,4.0,1.0,2.0,532.0,518.0,1965.0,Hobsons Bay,-37.8248,144.8717,Western Metropolitan,1223.0,1296.9924812030076,2016,6,2016Q2,House
Spotswood,66 The Avenue,3,h,1070000.0,S,Village,2016-11-27,7.7,3015.0,2.0,1.0,2.0,526.0,127.0,1950.0,Hobsons Bay,-37.8267,144.8779,Western Metropolitan,1223.0,2034.2205323193916,2016,11,2016Q4,House
Spotswood,59 Hope St,4,h,871500.0,PI,Jas,2016-08-28,7.7,3015.0,4.0,2.0,0.0,389.0,158.0,1990.0,Hobsons Bay,-37.8284,144.8861,Western Metropolitan,1223.0,2240.3598971722363,2016,8,2016Q3,House
St Kilda,8/15 Herbert St,2,u,640000.0,S,hockingstuart,2016-12-03,6.1,3182.0,2.0,1.0,1.0,1055.0,,,Port Phillip,-37.8715,144.9827,Southern Metropolitan,13240.0,606.6350710900474,2016,12,2016Q4,Unit
St Kilda,71 Barkly St,5,h,2000000.0,VB,Wilson,2017-03-04,6.1,3182.0,5.0,2.0,2.0,436.0,,1910.0,Port Phillip,-37.8618,144.982,Southern Metropolitan,13240.0,4587.155963302752,2017,3,2017Q1,House
St Kilda,10/352 Canterbury Rd,2,u,500000.0,S,Wilson,2017-03-04,6.1,3182.0,2.0,1.0,1.0,5530.0,70.0,2001.0,Port Phillip,-37.859,144.9767,Southern Metropolitan,13240.0,90.41591320072332,2017,3,2017Q1,Unit
St Kilda,26/12 Clyde St,2,u,530000.0,PI,Buxton,2017-03-04,6.1,3182.0,2.0,1.0,1.0,6186.0,,,Port Phillip,-37.8656,144.9782,Southern Metropolitan,13240.0,85.67733591981894,2017,3,2017Q1,Unit
St Kilda,59 Clyde St,3,h,1891000.0,S,Marshall,2017-03-04,6.1,3182.0,3.0,2.0,3.0,384.0,123.0,1915.0,Port Phillip,-37.8645,144.9805,Southern Metropolitan,13240.0,4924.479166666667,2017,3,2017Q1,House
St Kilda,48 Greeves St,4,h,2000000.0,VB,Gary,2017-03-04,6.1,3182.0,4.0,2.0,3.0,420.0,160.0,1910.0,Port Phillip,-37.8667,144.9832,Southern Metropolitan,13240.0,4761.9047619047615,2017,3,2017Q1,House
St Kilda,32 Gurner St,4,h,2220000.0,S,hockingstuart,2017-03-04,6.1,3182.0,4.0,2.0,2.0,402.0,,1914.0,Port Phillip,-37.861,144.9819,Southern Metropolitan,13240.0,5522.388059701492,2017,3,2017Q1,House
St Kilda,3/33 Robe St,3,u,1500000.0,VB,Castran,2017-03-04,6.1,3182.0,3.0,1.0,1.0,1669.0,176.0,1920.0,Port Phillip,-37.8646,144.9786,Southern Metropolitan,13240.0,898.7417615338526,2017,3,2017Q1,Unit
St Kilda,91 Spenser St,4,h,2455000.0,S,Frank,2017-03-04,6.1,3182.0,4.0,1.0,1.0,300.0,,,Port Phillip,-37.8725,144.97899999999996,Southern Metropolitan,13240.0,8183.333333333333,2017,3,2017Q1,House
St Kilda,7 Victoria St,3,h,2000000.0,VB,Wilson,2017-03-04,6.1,3182.0,3.0,2.0,2.0,176.0,192.0,1880.0,Port Phillip,-37.8641,144.9739,Southern Metropolitan,13240.0,11363.636363636364,2017,3,2017Q1,House
St Kilda,1/62 Wellington St,1,u,500000.0,SP,Biggin,2017-03-04,6.1,3182.0,1.0,1.0,1.0,2335.0,58.0,2002.0,Port Phillip,-37.8571,144.987,Southern Metropolitan,13240.0,214.13276231263384,2017,3,2017Q1,Unit
St Kilda,32/10 Acland St,1,u,380000.0,S,Whiting,2016-06-04,6.1,3182.0,1.0,1.0,1.0,2879.0,49.0,1967.0,Port Phillip,-37.863,144.9747,Southern Metropolitan,13240.0,131.9902744008336,2016,6,2016Q2,Unit
St Kilda,74 Chapel St,2,h,875000.0,S,Noel,2016-08-06,6.1,3182.0,2.0,1.0,0.0,94.0,,,Port Phillip,-37.867,144.991,Southern Metropolitan,13240.0,9308.510638297872,2016,8,2016Q3,House
St Kilda,18/41 Chapel St,3,u,610000.0,S,hockingstuart,2016-05-07,6.1,3182.0,3.0,1.0,2.0,7170.0,,,Port Phillip,-37.861,144.9915,Southern Metropolitan,13240.0,85.07670850767084,2016,5,2016Q2,Unit
St Kilda,2/19 Eildon Rd,3,t,1400000.0,VB,McGrath,2016-11-07,6.1,3182.0,3.0,2.0,2.0,128.0,183.0,2002.0,Port Phillip,-37.8624,144.9768,Southern Metropolitan,13240.0,10937.5,2016,11,2016Q4,Townhouse
St Kilda,8/12 Charnwood Rd,2,u,487500.0,S,Pride,2016-10-08,6.1,3182.0,2.0,1.0,2.0,1676.0,,,Port Phillip,-37.8585,144.9852,Southern Metropolitan,13240.0,290.8711217183771,2016,10,2016Q4,Unit
St Kilda,5/72 Barkly St,1,u,395000.0,SP,Buxton,2016-09-10,6.1,3182.0,1.0,1.0,1.0,1286.0,,1975.0,Port Phillip,-37.8621,144.9823,Southern Metropolitan,13240.0,307.15396578538105,2016,9,2016Q3,Unit
St Kilda,9/12 Charnwood Rd,2,u,560000.0,S,Rodney,2016-09-10,6.1,3182.0,2.0,1.0,2.0,1676.0,,,Port Phillip,-37.8585,144.9852,Southern Metropolitan,13240.0,334.1288782816229,2016,9,2016Q3,Unit
St Kilda,3/19 Herbert St,2,u,520000.0,PI,Marshall,2016-09-10,6.1,3182.0,2.0,1.0,1.0,1034.0,55.0,1950.0,Port Phillip,-37.8717,144.9829,Southern Metropolitan,13240.0,502.9013539651838,2016,9,2016Q3,Unit
St Kilda,7 Robe St,3,h,2720000.0,S,Marshall,2016-09-10,6.1,3182.0,3.0,2.0,0.0,367.0,,1868.0,Port Phillip,-37.8658,144.9766,Southern Metropolitan,13240.0,7411.444141689373,2016,9,2016Q3,House
St Kilda,18 Crimea St,5,h,5046000.0,S,Abercromby's,2016-12-10,6.1,3182.0,5.0,3.0,3.0,1294.0,378.0,1884.0,Port Phillip,-37.8589,144.9883,Southern Metropolitan,13240.0,3899.536321483771,2016,12,2016Q4,House
St Kilda,77 Spenser St,3,h,1900000.0,S,Pride,2016-12-10,6.1,3182.0,3.0,2.0,2.0,289.0,122.0,1979.0,Port Phillip,-37.8726,144.9782,Southern Metropolitan,13240.0,6574.39446366782,2016,12,2016Q4,House
St Kilda,37/151 Fitzroy St,2,u,571000.0,S,Whiting,2016-06-12,6.1,3182.0,2.0,1.0,1.0,7458.0,,,Port Phillip,-37.8591,144.97899999999996,Southern Metropolitan,13240.0,76.56208098685975,2016,6,2016Q2,Unit
St Kilda,201/63 Acland St,1,u,430000.0,SP,Buxton,2016-11-12,6.1,3182.0,1.0,1.0,1.0,1409.0,63.0,2000.0,Port Phillip,-37.8661,144.9772,Southern Metropolitan,13240.0,305.180979418027,2016,11,2016Q4,Unit
